,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
pigs,-0.053681236,-0.0061037345,-0.018541828,-0.008849297,0.07116564,-0.02968063,-0.048753165,0.022640511,-0.05463797,0.06535444,-0.041317083,0.023395244,-0.05502539,-0.058344867,-0.0024657259,-0.0023994043,-0.075473696,-0.045237638,0.012812993,-0.044248957,-0.04493919,0.01254872,0.07590527,-0.07385458,-0.005974987,0.010888717,0.00640779,0.022711247,0.021058891,-0.021030799,-0.014627168,0.0538157,0.011644381,0.030350257,0.05457,0.06212824,-0.02365388,0.0224778,0.05334426,0.060307436,-0.077964604,-0.007165582,0.08490119,-0.035465874,0.046689887,0.0021703243,0.017284693,-0.05888944,0.023086868,-0.069362655,-0.023879636,-0.010625679,-0.060210437,0.015704053,0.048764214,-0.09741975,-0.024887752,-0.053680092,0.013053608,0.08256566,0.08003427,0.040997166,0.004343223,0.009884491,-0.0077139423,0.01877928,0.090115465,0.04882278,-0.015750486,0.014395994,-0.06918535,0.051157333,0.033567686,0.029223189,0.012392772,0.051768165,-0.010508175,-0.027635671,-0.018711004,0.0068134633,0.008497078,-0.04418744,-0.021172928,0.056621842,0.033078667,0.04038025,0.0046121357,-0.033110652,0.07594705,0.03436592,0.058543533,0.057736773,-0.043904696,-0.064998515,-0.020848624,0.0081827175,0.018909834,0.07240528,0.0079250755,-0.07354548
arms,0.037746068,-0.097208686,-0.08850331,0.07100275,-0.013402495,-0.033761773,0.013810358,0.078205295,-0.047325928,0.047903147,-0.08150198,0.034224555,-0.03254486,-0.05334887,-0.024815401,-0.055233523,-0.033171404,-0.07587146,-0.0028015156,-0.033839077,0.010489028,0.00030401442,-0.0138470605,-0.010138999,-0.07735458,-0.007752275,-0.007873267,-0.043263063,0.005237757,0.08429241,-0.00527673,0.058930337,-0.08354599,-0.07635322,0.04988261,-0.013891919,0.019914199,0.0491998,0.063239455,0.033033676,-0.056046277,-0.053590767,-0.008765776,0.038015172,-0.012131381,0.024399666,0.02145219,0.016572474,0.056932617,-0.0019949956,-0.0069827335,-0.040807392,0.0165218,0.09254704,-0.009119136,-0.038231105,0.024565324,-0.06985021,-0.0667251,0.06385583,0.04220018,-0.038204808,-0.008705346,0.0843275,-0.059870437,-0.08227384,0.0074675535,0.017349385,0.04483564,-0.009381133,-0.009484091,0.035048366,0.012868008,-0.075118,0.010950249,-0.033795025,-0.05684038,0.0049826526,-0.08072719,-0.012348746,-0.035547685,-0.041623715,-0.005401102,-0.0097485045,-0.00720816,0.078641005,0.025634198,-0.084203444,0.024404617,0.027549017,0.018837154,0.047856074,-0.06953489,-0.036832154,-0.05362439,-0.03953866,0.014151391,-0.008119733,0.059490956,-0.0366385
father,-0.026864942,0.052327167,0.02798277,0.015782202,0.033656675,-0.060708977,0.0069619147,0.018082274,0.009202497,-0.0017026998,-0.06614256,0.050364647,-0.05848848,0.023110826,0.020655189,-0.07498878,0.029826637,-0.013247789,0.015298598,0.018811062,-0.04937337,-0.03802868,0.06545166,-0.021623496,0.0029188772,0.011628527,-0.028799355,-0.079862155,0.07917072,0.06291533,-0.011033685,0.033341266,0.0099591175,-0.045666844,0.017310154,-0.000715801,0.03723799,-0.025247969,0.06728917,0.012141557,-0.03547839,-0.073068835,0.05678225,0.012762655,-0.01111741,0.028325941,-0.02104117,0.017789628,0.04558238,-0.020604294,-0.055914283,0.018593676,-0.049137328,0.042959783,0.060290612,-0.01976691,0.004662446,-0.019843813,-0.04076175,0.024043651,0.010753524,-0.090660974,-0.04711192,0.061936308,0.02193568,0.00075105694,0.036135048,-0.025048502,0.04426535,-0.05900428,0.06935734,0.048800204,0.014642118,-0.017599322,0.051890586,0.041177794,0.010810075,-0.07929694,-0.0014084901,0.032495786,-0.020807194,-0.000638081,-0.038400855,-0.013904228,-0.01987947,0.0060848063,-0.012615803,0.021991447,0.069366865,0.011343694,0.04550683,0.031575114,0.0011254777,-0.048520774,-0.014347077,0.019231472,0.03726969,0.029877791,0.0475687,-0.026011337
youth,-0.055940628,0.025583774,-0.045693498,0.020728434,-0.008600114,-0.018821612,-0.032640535,0.053243548,-0.05359312,-0.01324193,0.0028127795,0.037391957,-0.026094478,-0.05417563,-0.03214781,-0.050015215,-0.088267565,-0.04296211,0.032322194,-0.005516872,-0.013894414,0.015147974,-0.036816776,-0.02012676,-0.048070554,-0.019855015,0.009705286,-0.031717204,-0.002131711,-0.013663289,-0.06446831,0.07147365,0.017643139,-0.002268937,0.07442166,0.03166166,0.060196005,0.045035467,0.0055757323,0.069002695,0.045480467,-0.07000051,0.035293613,0.019178433,-0.00979821,0.035826657,-0.00057591964,-0.029988976,-0.01902708,0.03069321,-0.0135275675,0.04134555,-0.018996699,0.013324162,0.0110172415,-0.030789725,-0.0332475,-0.03461498,-0.018138949,0.021312535,0.06296685,0.045921147,-0.02130526,0.02176138,0.015377399,-0.07670456,0.04605456,0.06177333,-0.019095317,-0.046452347,0.045026463,0.05232922,0.019723115,-0.062003043,0.07420691,0.017820952,0.026158893,-0.0005538529,-0.016496878,-0.005663362,0.020475635,-0.059111275,-0.021842927,-0.0143506555,0.044162974,-0.00030457228,-0.058766365,-0.07031249,0.015348338,-0.013183719,0.038267806,-0.003053966,-0.007464898,0.042208325,-0.0600436,0.003172189,-0.013964875,0.047333088,-0.004845674,-0.021280115
sleep,0.0063270787,-0.06373648,-0.06892834,-0.004213196,-0.010674453,0.014303361,-0.05720859,0.03592851,-0.030315321,0.07433039,-0.005180614,0.05622759,-0.009065261,-0.07484438,0.019647144,0.0056467243,-0.026508195,-0.055575475,-0.012942893,0.015016029,0.039865047,0.013902279,0.052797023,-0.03661029,-0.02749097,-0.05188313,0.058800694,-0.07275451,0.028391508,0.056900453,-0.07304574,0.012192026,-0.010006612,-0.028326422,0.05560448,0.0041164826,-0.014887162,0.07441872,-0.021021007,0.042240426,-0.0019267728,-0.005368013,-0.009746314,-1.8175226e-05,-0.005154388,0.0066198506,0.051257763,0.015209093,0.07055781,0.019367728,-0.057501063,0.018822445,-0.017298007,0.061269145,0.07148798,0.013321153,0.0027736197,-0.030554306,-0.06903337,-0.029464612,0.023361756,-0.05132198,-0.05471165,0.07066107,-0.0005115946,-0.05772823,0.06924351,0.043303005,0.06877904,-0.032860514,0.012771489,-0.016608834,-0.0057130186,-0.04605996,0.0147836255,0.072329774,-0.040759917,-0.07300632,-0.06683776,-0.035060946,0.0953782,-0.070262395,-0.036616843,0.07159553,-0.045861986,0.059465624,-0.04088182,-0.024065996,-0.008122051,0.055952266,0.036384538,0.0487826,-0.038388778,-0.077991635,-0.020387964,-0.006121508,-0.018358491,0.058953457,0.021435458,-0.04351534
silent,-0.0101403305,0.038596664,0.03334487,-0.01013708,0.039268408,-0.025027774,-0.028556122,0.0026735896,-0.060100928,0.08771092,0.0097376965,0.016398089,0.08761894,-0.005923478,-0.06295968,-0.09843129,-0.0055265864,-0.027775466,0.067581266,-0.007902095,-0.052476525,-0.10235446,0.10581364,-0.0088298125,0.007793554,-0.059907265,-0.039700553,-0.058913957,0.08223197,0.016662847,0.015516762,-0.0055914586,-0.06360082,-0.022738207,-0.027856948,0.011862596,-0.0071389303,0.078189835,0.015075164,0.10173305,-0.018040495,0.010375553,-0.0054700356,0.08072281,0.08931551,0.06603212,0.009489572,-0.022510644,-0.016690906,-0.024048638,-0.016667346,0.021174653,-0.004707332,0.015195539,-0.0041542575,-0.019826151,0.010260898,-0.0004598382,-0.020472052,0.023876887,0.006788607,0.019529218,0.034701142,0.097714275,-0.06973704,-0.03895053,0.0767727,0.076138176,0.011707738,-0.020124534,0.050787333,0.09578096,0.039805684,-0.007903054,0.059858393,0.014369678,-0.02390201,-0.0332497,0.01836479,-0.07384904,0.07864844,-0.0019415566,-0.049166117,0.07957564,-0.056544762,0.029702963,-0.03240417,-0.085575625,0.02278951,0.047382567,0.09638073,0.047929198,-0.08791679,0.029424373,-0.091196135,0.07010045,-0.034379367,0.0032746177,0.08087798,-0.11168159
sneezing,-0.040807817,0.020343047,-0.059637364,0.06093356,0.03281767,-0.049667012,-0.081771284,0.01580574,-0.07525421,0.017716747,-0.015639544,0.052283354,0.024379537,-0.06537694,-0.011540091,0.0012721482,-0.03303711,-0.08118485,0.060221713,-0.032187838,0.023504278,0.0024838187,-0.00553037,0.006047102,-0.015737517,-0.022460725,-0.015578108,-0.021282641,0.024018707,0.011990209,-0.048568334,0.05558533,-0.021054083,-0.0588492,0.070488304,0.019026209,0.03871602,-0.0346838,0.01979855,0.015010219,-0.025316281,-0.041843053,-0.0056057274,-0.056107134,0.08451628,0.08991875,0.060747426,-0.06472584,0.07399508,-0.018347202,-0.06334455,-0.014344714,-0.04939885,0.00043694675,-0.0194767,0.009584231,0.07267361,-0.0042842953,-0.055193,0.009680112,0.08822767,-0.031996895,-0.034694824,0.03580359,-0.005841122,-0.041793924,-0.016955879,0.009080731,0.013606007,-0.024995264,0.050445784,0.05549762,0.086632386,0.028855298,0.015339091,0.046633493,-0.04380021,-0.07558173,-0.001000982,-0.022635318,0.016227059,0.011545286,0.022311546,0.08845686,0.075572975,0.014934892,-0.05186244,-0.016322363,0.055611946,0.0756387,0.07184399,0.008270271,-0.08700709,-0.091149494,-0.073242135,0.009210301,0.0040933383,-0.025808899,0.049892772,-0.03453246
told,-0.10858068,-0.005758081,-0.012225475,0.020339798,0.011854704,-0.0010912074,0.02343503,0.055858236,0.016211282,-0.02352028,-0.059191305,-0.035940774,-0.038242135,0.002662692,-0.042246502,0.012490681,0.0033757414,-0.0801347,-0.046053834,-0.0034359447,0.026116911,0.0036330605,-0.003941972,-0.062065545,-0.005097121,-0.03138753,-0.0034201741,-0.0046714824,-0.008058719,0.0731117,-0.008596395,0.063345656,-0.0732478,-0.048122134,0.027845077,0.046470776,0.047413345,0.044876102,0.09038287,0.0657585,-0.06559873,-0.05245983,-0.03629847,0.05562065,0.017836247,0.005290839,0.059172854,-0.040917337,-0.031671938,-0.022239732,-0.055739053,-0.07332816,-0.031567387,-0.00038379384,0.009483978,-0.069349915,0.04688803,-0.03363297,-0.06675442,0.06708992,0.0313912,-0.043555263,-0.06280053,0.06509365,0.020980734,-0.041383322,-0.0066204853,0.06899905,-0.008089146,-0.041998602,0.014900879,0.08185279,0.008773349,0.00215124,0.04812322,0.048094496,-6.3612824e-05,-0.058413025,-0.04947509,0.019128524,0.06006091,-0.06020137,-0.034916915,-0.029349815,0.018127311,0.030441212,-0.08427723,0.018325469,-0.012267299,0.029637028,0.0067368327,0.07330243,-0.05869282,-0.040118266,-0.0064598005,0.024046656,0.06951151,0.048189867,-0.004327718,-0.027008291
ear,-0.052841496,0.043992214,-0.053527217,-0.018960537,0.021783859,0.029581655,-0.05104568,0.07898045,-0.07163229,0.049142692,-0.025141468,-0.07621401,0.023674536,-0.011132295,-0.070394784,-0.07496975,-0.048434272,-0.0062588565,0.093524024,-0.017756924,-0.063116975,-0.058295514,-0.047858134,-0.047102593,0.0086057,-0.07702621,-0.010552319,-0.06901339,0.08913194,0.017558709,-0.039774437,-0.02356976,-0.07554636,-0.064788766,-0.0038290648,0.047838077,-0.032919187,0.036114484,-0.021956507,0.046659704,0.0033385367,0.040612698,-0.0059549874,0.030206842,0.06664333,0.041549973,0.005180035,0.016073542,0.056696355,0.07334304,-0.10043798,0.06047136,-0.027844798,0.047237467,0.0442726,-0.05626756,0.053909454,-0.016659068,-0.05819812,0.03121019,0.046472427,-0.034999605,0.024740307,-0.0026437289,-0.042387478,-0.0143839335,0.03130602,0.032603208,0.026242532,-0.08259954,-0.03265566,0.036462482,-0.0030309379,-0.06320918,0.015645333,-0.021122374,-0.06606913,-0.08612884,-0.0028260984,0.009004178,0.10415043,-0.0015225059,-0.054013375,-0.009242045,-0.014798632,0.03203158,0.020058136,-0.04527491,0.04903225,-0.010403475,0.04017368,-0.00020136405,0.007893909,0.021003215,-0.019002965,0.027836187,0.09284086,0.014836284,0.025762852,-0.046743553
writing,-0.07328938,0.007020957,-0.04343157,0.0780194,-0.015407911,-0.047511015,-0.06184596,-0.0018431302,-0.041635044,0.0053693736,-0.08217533,0.058800552,-0.061910823,0.017674737,0.02466386,-0.00016713608,0.01444794,-0.0197405,0.022759793,-0.06844142,-0.035734188,-0.09668335,0.055253364,-0.05948085,-0.049683984,0.029243993,0.07290692,0.015780892,0.06294115,0.042385586,-0.053846825,-0.01496531,-0.015869346,-0.09639309,-0.037842255,0.04851574,-0.008519102,0.06798658,0.045643944,-0.0319249,-0.028205834,-0.030021917,-0.00010509312,-0.0649012,0.047631733,0.054803453,0.051394954,0.015021254,-0.013379257,-0.03043806,-0.037143897,-0.015103124,-0.01578151,0.007846934,-0.035174478,0.048969455,-0.009080599,-0.05188656,-0.024911363,-0.03500414,0.007382135,0.0024180969,-0.018427528,0.013628915,-0.043583002,-0.042897787,0.012432344,0.01921892,0.04694037,0.0030048112,-0.049309872,0.06310582,0.020243648,-0.023831004,-0.020473378,0.016707603,-0.07854205,-0.04180672,-0.001328714,-0.06476766,0.0070438036,0.02834192,-0.07761636,0.0592801,0.02035659,0.029283183,-0.040024903,-0.0020762929,0.036970392,-0.03765149,0.042161513,0.07431967,-0.06450124,-0.03303365,-0.044094533,-0.020378139,0.050100885,0.02972703,0.022423219,-0.06448161
twinkle,0.004172165,-0.03819291,-0.01609797,0.035886776,-0.028202545,-0.07159299,-0.055314895,-0.014688173,-0.061705023,0.05612969,-0.01953878,0.028985368,-0.024754852,-0.05041187,-0.010024335,-0.049649782,0.009772519,-0.059327185,0.0021364377,0.0186673,0.015708009,0.0051788595,-0.019774381,-0.04425313,-0.026344065,-0.050967325,0.056269083,-0.022019643,0.0042179646,0.008414437,-0.034861457,0.012040465,-0.011735895,0.0009994288,0.058269,0.057651836,-0.0060709277,0.0133480495,0.027595507,-0.0037801135,0.050140735,-0.035570487,0.023886036,-0.039455906,-0.026338805,-0.004342496,0.067048445,-0.0072157197,-0.004014262,-0.008173933,-0.0031904457,-0.061467353,-0.03680313,0.03155662,-0.0023671174,-0.06577042,-0.0037218896,0.021789992,-0.059413277,0.065497205,0.020499777,0.059137635,0.005541865,0.022696208,-0.016522229,-0.006521359,0.052987054,0.029136207,0.06690891,-0.062111735,0.058065563,0.07084697,0.014599475,-0.04523812,-0.03152678,0.046461392,-0.005573532,0.014593687,-0.033628594,-0.019006848,0.02077416,-0.018525057,-0.044644404,0.047696713,0.043033857,0.04962072,-0.030783808,-0.021394989,-0.006946987,0.022293422,0.06077288,-0.009855627,-0.055436395,-0.017769167,-0.029638927,-0.019310428,-0.024735138,0.048407186,0.03532286,0.012986097
treacle,-0.021731008,-0.08682739,-0.06952811,0.024462698,0.03562729,-0.021160891,-0.082522064,0.011481477,-0.040702242,0.045323405,-0.036099426,0.0615385,0.011975279,-0.05337935,-0.01498238,-0.07374026,-0.008217793,-0.08119599,-0.005468606,-0.04737398,-0.016779017,-0.00622028,0.0048702518,-0.0251207,-0.08625052,-0.05280249,0.011078796,-0.07397591,0.079120874,0.061478175,-0.07155635,0.043767396,-0.037463203,-0.0034925062,0.007995006,0.08251607,0.091067016,-0.02139293,0.02562442,0.05049805,-0.025572928,-0.09561412,0.04266475,0.059013475,0.0065250844,0.019283138,0.02668954,0.020030249,0.088751204,-0.015526079,-0.07386084,-0.05251293,-0.07277029,-0.004800258,0.05555791,-0.0061037135,0.075030215,-0.020323293,-0.05979985,0.008612227,0.061236065,-0.02442948,-0.031088043,0.058584277,-0.056146674,-0.048443764,0.08644755,0.024711845,0.045652855,-0.04916354,0.053234227,0.042311247,0.075881355,0.0074702566,0.04644065,0.022403408,-0.044845555,-0.018189125,0.0064848377,-0.095485546,0.0724206,-0.04496572,-0.079835564,0.07760828,0.038329218,0.06261898,-0.004582019,-0.08157404,0.08365626,0.033761993,-0.008608215,0.08774933,-0.0034445915,-0.034995437,-0.04677862,0.0329109,-0.0292762,-0.011181846,0.09213169,-0.030524878
executioner,0.0055026584,-0.020173509,-0.06583122,-0.008476237,0.04680534,0.007983754,-0.06909119,0.07399053,-0.01607421,0.030646605,0.030971128,0.04263125,-0.030134078,-0.014757213,0.0045407442,-0.058727495,-0.00055045035,-0.07227328,0.075446986,-0.030425116,-0.05147196,-0.026066568,0.019153472,0.002893845,-0.016406076,-0.07285441,0.040965583,-0.03693287,0.03541125,0.053555053,0.0028956947,0.0060528307,-0.05431146,0.01230365,-0.022918774,0.067866,0.03625915,0.0018301193,0.019191915,0.08009524,0.0013905551,-0.074450254,0.013114913,0.034160033,0.053816583,0.08106558,0.033311915,-0.021649117,0.03945539,0.004325292,-0.07591489,0.023142554,0.04298741,0.084977694,0.062626675,-0.042676374,0.06444883,-0.05090042,-0.031842742,0.068102844,0.08124006,-0.034148194,0.024710676,0.07333217,-0.06266511,-0.010583231,0.026412873,0.018064044,0.031399187,-0.022512399,0.069645576,0.023567542,0.077332474,-0.0067851986,0.07732171,-0.0013587517,0.022244863,-0.044424303,0.021657655,0.009567794,0.069445774,0.01959665,-0.057375576,0.0759948,0.011426237,0.03780844,-0.0026032575,-0.014179416,0.06852946,0.0007939548,0.027286755,0.05065253,-0.0132923,-0.009286395,-0.060272027,0.029870277,0.034983855,-0.008002612,-0.010263052,-0.020221177
school,0.016320853,-0.04050041,0.010181807,0.06901479,0.05982325,-0.040042166,-0.041528914,0.019434884,-0.07180586,0.060765535,-0.0557208,-0.0051010335,-0.1116364,0.0014078836,-0.045264177,0.002799376,-0.07037544,-0.070566125,-0.007987807,-0.041519724,0.018731691,-1.8174993e-05,0.020948004,-0.05234581,-0.013439585,0.00709795,0.06639676,-0.030638209,0.07336912,0.07519401,-0.09574947,0.044192564,-0.019543637,-0.06371998,0.024082415,-0.013346603,0.00858086,-0.0133372005,0.074655235,0.01675509,-0.016111635,-0.070126146,0.02758647,0.03728984,0.06000194,0.031667948,0.021340635,-0.034784485,0.030728795,-0.039858256,-0.08509969,0.08025557,0.0021002225,0.012017949,0.043023583,0.014499536,0.08490452,-0.05430247,0.0126461405,0.037186164,0.05840943,-0.045417957,-0.04850388,0.06519261,-0.012060795,-0.04796467,0.036614545,0.015841322,0.020013284,-0.08855066,-0.011723949,-0.000116562005,0.07929736,-0.03587965,0.054187045,0.052414097,-0.062047478,0.011520052,-0.005628409,0.032189343,0.04534312,-0.001604465,-0.03340554,0.019650355,0.017025752,0.0009773662,-0.08258444,-0.06770679,0.017296001,0.0328036,0.0039994693,0.08417684,-0.049364284,0.04670446,-0.059706006,0.062327925,0.029724736,0.06848872,0.012676264,0.012453345
e,0.04916545,-0.0640302,-0.08545924,-0.013312265,-0.035250116,-0.014447026,0.06972371,0.06355526,-0.010541431,-0.017991545,-0.058438405,-0.048183978,-0.06448433,0.024223156,0.025385695,-0.045012884,0.060287207,0.017915267,0.0494793,0.025587156,0.02203814,-0.019400304,0.018527757,-0.0507401,0.044388965,0.04514674,0.059061736,-0.04363779,0.058004826,0.028071765,-0.058699585,0.07445797,-0.0011313695,-0.055340815,-0.019951127,0.030151878,0.07930677,-0.021521289,-0.012595231,-0.030404216,0.059275158,-0.023046846,-0.036403414,0.07052795,0.013579867,0.031675234,0.028637888,0.0004573979,-0.015809555,-0.0567513,-0.08762686,0.038353246,0.05073254,0.023721134,0.01786567,-0.08962223,0.020009805,-0.059101056,0.026766662,0.053972438,0.08208679,-0.046859484,-0.032176632,-0.047903057,-0.066209346,0.050119314,0.04214055,0.006986469,0.030996226,-0.09042071,0.0016900033,0.00661733,-0.020231586,0.00068044337,0.07658441,0.06922171,0.029301004,-0.06437642,-0.056645468,-0.040594723,-0.055592604,-0.054837655,-0.04297233,0.03847237,0.003397515,0.052151885,0.0073603047,-0.02006581,0.026233025,0.054872807,-0.004758381,-0.021491988,-0.0131434575,0.047154855,-0.028699636,0.006463063,0.0678161,0.056381445,-0.057645403,0.049484443
tarts,-0.012111514,-0.047391307,-0.0059065497,0.061749734,0.028444385,-0.0037452988,0.013558607,0.06635052,-0.075167336,0.015350514,-0.07534685,-0.028573437,-0.037401408,-0.022145433,0.008724653,-0.047865693,-0.026564931,-0.03808072,0.06875014,0.0062146382,-0.013504451,-0.013536705,0.089090995,-0.06553925,-0.052729104,-0.06727888,0.00206457,-0.013052039,0.024823405,0.06710774,0.012522466,0.042354528,-0.07346558,-0.031287402,0.014788665,0.06759527,0.027054409,0.03514758,0.005640044,0.022082813,-0.009491298,-0.071515694,0.08454596,0.0016507695,0.017635483,0.07948975,0.0628826,-0.017409988,0.005856597,0.0067986017,-0.004694081,0.010353408,0.0047287485,0.031812888,0.036912896,-0.028354667,0.0824851,-0.04395742,-0.028236179,0.037425302,0.04453277,-0.029597811,-0.008243568,0.023285303,-0.06630266,0.003171071,0.058016516,0.014927701,0.0014419067,-0.059538625,0.08751624,0.07351731,0.0479427,-0.09091477,0.035169303,-0.001919663,-0.06987967,-0.01987505,-0.073014274,-0.038536344,0.010645697,0.008023443,-0.047574468,0.040148415,0.07655865,-0.01736549,-0.08596135,-0.04420861,0.017776582,0.047022436,-0.009388595,0.04859774,0.01569562,-0.018522784,-0.019325085,-0.009079431,0.05647673,0.027625563,-0.041871447,-0.05763524
evidence,-0.05637966,-0.04117809,-0.0688241,0.011589378,0.08084993,0.0036157924,-0.07478518,0.040820353,0.0077183973,0.013538523,-0.035258066,0.017327446,-0.0953474,-0.07721306,0.0025830246,0.012983703,-0.08091678,-0.051694553,0.06165613,-0.014243232,-0.09276922,-0.00403873,0.0248705,0.009176077,-0.026214078,-0.061224673,-0.01716633,-0.04954611,0.07100215,0.05922404,-0.05963513,0.055431873,-0.055437934,-0.06800638,0.074747376,0.060242303,0.008488688,-0.014245391,0.07741536,0.011284961,0.027656604,-0.0048830886,-0.01967991,0.011030042,0.0056279697,0.070121884,0.016852783,-0.051430393,0.043872103,-0.04023754,-0.069527924,-0.009118569,-0.06972066,0.010235476,0.08565102,-0.0047815456,0.077387996,-0.082293995,-0.0054970374,0.006275985,0.06382298,0.06571266,0.021310324,0.05645075,-0.0014115232,-0.050731223,0.007780732,0.036431767,0.018997863,-0.01597928,0.019032232,0.071266,0.035645626,0.008392098,0.06937394,-0.011836465,0.010371484,0.007105249,0.0028151544,-0.046131887,0.07067623,-0.0018593064,-0.052687902,0.09457909,0.03039169,0.06420423,-0.018753413,-0.048769582,0.052061066,0.026311912,-0.011753258,0.014421796,-0.03454297,0.0071029854,-0.053520024,0.08018029,0.069000214,0.082689464,0.01564354,-0.0035417676
tired,-0.06550484,-0.044213116,-0.057750825,0.090405904,0.08464429,0.038946345,-0.05530676,0.09574682,-0.053273614,0.05716081,0.0036784508,0.04941633,0.014055924,-0.08740812,-0.060749635,-0.023204612,0.050326616,-0.014868643,0.0035744717,-0.034472615,-0.0010347862,-0.08034936,0.05531996,-0.08464708,-0.066985905,-0.057073306,-0.03933862,-0.07561985,0.032771897,-0.007129678,-0.066701375,-0.040168904,-0.08415956,-0.05654434,0.04982358,0.023585455,0.011968632,-0.07055504,0.04122437,-0.02492636,0.00042776368,0.019177131,-0.028035522,0.024402862,0.032698352,0.004549194,0.00101096,-0.052579314,0.044413026,0.0280248,-0.011436571,-0.053971365,-0.057667773,0.024656853,0.069936655,-0.045907546,0.034779318,-0.0014082005,-0.07036894,0.074247114,0.010962293,-0.08219628,-0.046118256,0.046417817,0.028165644,0.017916515,0.09918307,0.035538107,-0.008878574,-0.0837559,0.09113309,0.057920963,0.07197762,-0.061884265,0.038701475,0.00067912834,-0.04118972,-0.046708975,0.00029793987,-0.070272096,0.11902761,-0.035720516,-0.08582809,0.02211451,0.03340634,0.103226095,0.0005777697,-0.03479074,0.0019294554,0.079807885,0.06455602,0.0050808014,-0.0010253366,0.0034769773,-0.07513394,-0.007875955,-0.00641338,0.01129272,-0.004553031,-0.03471982
sleepy,0.03313477,0.014811091,-0.048926905,0.06480493,0.03606595,-0.039838567,0.02101516,-0.014175078,-0.0028916986,0.08841144,-0.08206353,0.023929099,-0.08012372,-0.0104998015,0.01957285,-0.0775444,-0.09172816,-0.021071553,-0.008915334,-0.056640986,0.032594696,-0.03786008,0.040436313,-0.008776627,0.0041047726,-0.05197936,0.02546136,-0.0744603,0.01736782,0.01019695,-0.053074144,0.047886897,0.025098328,-0.035903156,0.054344017,0.07150063,0.061700325,-0.039523184,0.07166841,0.06383783,0.026603421,-0.015051468,0.07291423,-0.026219446,-0.00036184327,-0.0054613147,-0.015213831,0.06507146,-0.03602748,-0.049549434,-0.08187577,0.008932579,0.042052034,0.02243996,0.040531278,-0.06878793,0.051425945,-0.05933313,-0.062184725,0.04261052,0.0739845,-0.04630645,0.026410565,-0.019332232,-0.05372636,-0.019715244,0.08697762,0.041160006,0.05983332,-0.043505643,-0.020543953,0.014425978,0.059946205,-0.07979123,0.040036935,0.0020082726,-0.07935352,0.022125054,0.025728917,-0.08564299,-0.029867042,-0.018829435,-0.07784444,0.039341126,-0.008126299,0.026115624,-0.050140362,-0.005532266,0.05655856,0.028374713,-0.0069258274,0.07910162,-0.07957222,-0.0239035,-0.052439302,0.06488159,0.0080505395,0.045953073,0.049669992,-0.012000602
stupid,-0.040437706,0.00580441,0.032952823,0.078016855,0.060773466,-0.05878225,-0.035486136,0.036613032,-0.00969425,0.0058712913,0.0063073607,0.05408555,-0.056526057,-0.08612731,-0.07359614,-0.08072967,-0.048869178,-0.010319691,0.028611457,-0.06996633,0.0072720824,0.013537362,0.035023585,-0.032477543,-0.08272169,-0.024200775,-0.020676695,-0.07677663,-0.015454301,0.08288942,-0.04446328,0.048835456,-0.025520962,-0.049385443,0.04100714,0.054758064,0.03415206,0.062480703,0.015741855,0.03150198,0.00012931041,-0.025712578,0.08794246,0.08594044,0.00048277795,0.069082454,0.008218993,-0.021023804,0.05517648,0.004199245,-0.056965414,-0.07789154,-0.023772324,0.08400884,0.045632046,0.015592967,0.020160241,-0.07316779,-0.022006582,0.0058565834,0.03883095,0.042256985,0.041291375,0.0649872,0.006689335,-0.042559158,-0.00814346,0.035610728,0.053745292,-0.0025376377,0.0008984946,0.06588598,0.078132525,-0.0022345728,0.030645607,0.070053,-0.05954753,0.0021286798,-0.053029902,-0.08209807,0.047147084,0.031841133,-0.08957481,-0.033958793,0.09470522,0.06006178,-0.026058454,-0.0652872,0.023632329,0.08152501,0.082262866,-0.003560802,-0.0009880152,0.023276765,-0.020778194,0.019233607,0.023021929,0.09083722,0.05626749,-0.017022425
